ticket_id,created_at,closed_at,channel,product,category,issue_subtype,priority,status,customer_text,agent_response,resolution_time_seconds,first_contact_resolved,escalated_to,sla_breach,pii_flag,pii_entities_found,anonymized_at,is_gold_example,gold_signal,source,kb_refs,data_consent,retention_expires_at,language
TKT-00145,2025-08-07T12:29:39,2025-08-07T20:26:38,social,CloudSync,billing,invoice_error,high,closed,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,28619,1,senior_support,0,1,PERSON;EMAIL_ADDRESS,2025-08-07T12:29:39,1,agent_corrected,bitext,KB-14;KB-4,1,2028-08-06,en
TKT-00543,2025-05-08T12:29:39,2025-05-09T12:17:40,phone,DataVault,other,general_inquiry,medium,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",85681,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-05-08T12:29:39,0,,synthetic,KB-15;KB-20;KB-19,1,2028-05-07,en
TKT-00442,2026-02-01T12:29:39,,web,DataVault,technical,app_crash,low,escalated,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,56734,1,senior_support,1,1,PERSON;EMAIL_ADDRESS,2026-02-01T12:29:39,1,,bitext,KB-5,1,2029-01-31,hi
TKT-00005,2025-08-12T12:29:39,,chat,ProPlan,account,profile_update,high,escalated,I can't update my billing address in the profile settings. The save button doesn't work.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,26086,0,,0,0,,2025-08-12T12:29:39,1,reviewer_confirmed,bitext,KB-12;KB-7,1,2028-08-11,en
TKT-00038,2025-11-30T12:29:39,,web,ProPlan,billing,invoice_error,medium,escalated,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,77960,0,billing_team,1,1,PHONE_NUMBER,2025-11-30T12:29:39,0,agent_corrected,internal,,1,2028-11-29,en
TKT-00269,2025-01-25T12:29:39,2025-01-26T11:08:15,phone,MobileApp,returns,return_window_expired,critical,resolved,The item I received is damaged. The packaging was intact but the product inside is broken.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,81516,0,billing_team,1,0,,2025-01-25T12:29:39,0,agent_corrected,internal,KB-18;KB-16,1,2028-01-25,en
TKT-00526,2025-06-04T12:29:39,2025-06-04T13:11:49,email,EnterpriseSuite,account,account_deletion,medium,resolved,I need to add a team member to my account but the invite option is greyed out.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,2530,0,billing_team,0,0,,2025-06-04T12:29:39,0,agent_corrected,internal,KB-22;KB-9;KB-12,1,2028-06-03,en
TKT-00154,2026-05-16T12:29:39,2026-05-16T23:10:36,phone,MobileApp,account,email_change,low,closed,I need to change the email address on my account. The old one no longer exists.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,38457,1,,1,0,,2026-05-16T12:29:39,0,,internal,,1,2029-05-15,en
TKT-00358,2025-02-07T12:29:39,2025-02-08T07:48:10,email,EnterpriseSuite,technical,feature_not_working,high,closed,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,69511,0,billing_team,1,0,,2025-02-07T12:29:39,0,,bitext,,1,2028-02-07,en
TKT-00203,2025-03-02T12:29:39,,phone,MobileApp,billing,upgrade_billing,medium,pending,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,50867,0,senior_support,1,0,,2025-03-02T12:29:39,0,,internal,KB-10;KB-20;KB-11,1,2028-03-01,hi
TKT-00303,2025-08-21T12:29:39,,web,BasicPlan,returns,wrong_item,medium,escalated,I want to return this but your website says the 30-day return window has expired. Can you help?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,17391,0,senior_support,0,1,PHONE_NUMBER,2025-08-21T12:29:39,0,agent_corrected,synthetic,,1,2028-08-20,en
TKT-00423,2025-03-01T12:29:39,2025-03-02T03:36:08,chat,ProPlan,account,two_factor_issue,medium,closed,I need to change the email address on my account. The old one no longer exists.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",54389,1,,1,1,PHONE_NUMBER,2025-03-01T12:29:39,0,,internal,KB-8,1,2028-02-29,en
TKT-00290,2025-11-23T12:29:39,2025-11-23T15:25:16,web,MobileApp,account,email_change,critical,closed,I need to change the email address on my account. The old one no longer exists.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,10537,0,,0,1,PHONE_NUMBER,2025-11-23T12:29:39,0,reviewer_confirmed,internal,KB-14;KB-8,1,2028-11-22,en
TKT-00568,2025-05-03T12:29:39,2025-05-03T19:58:31,web,BasicPlan,billing,refund_request,critical,closed,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,26932,1,,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-05-03T12:29:39,0,reviewer_confirmed,synthetic,,1,2028-05-02,en
TKT-00134,2025-10-06T12:29:39,2025-10-07T05:09:45,social,MobileApp,billing,refund_request,low,closed,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,60006,1,,1,0,,2025-10-06T12:29:39,0,reviewer_confirmed,bitext,KB-6;KB-14;KB-10,1,2028-10-05,en
TKT-00162,2025-06-06T12:29:39,2025-06-07T07:20:59,chat,DataVault,returns,refund_not_received,medium,closed,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,67880,1,senior_support,1,0,,2025-06-06T12:29:39,0,agent_corrected,bitext,KB-15,1,2028-06-05,en
TKT-00268,2026-01-17T12:29:39,2026-01-18T00:19:36,email,DataVault,returns,item_damaged,critical,resolved,I'd like to exchange this for a different size. How do I initiate an exchange?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,42597,0,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-01-17T12:29:39,0,reviewer_confirmed,internal,KB-11,1,2029-01-16,en
TKT-00538,2026-03-03T12:29:39,2026-03-03T17:47:32,phone,CloudSync,returns,item_damaged,medium,closed,The item I received is damaged. The packaging was intact but the product inside is broken.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,19073,0,billing_team,0,1,EMAIL_ADDRESS,2026-03-03T12:29:39,1,reviewer_confirmed,internal,KB-16;KB-18;KB-1,1,2029-03-02,hi
TKT-00281,2026-01-24T12:29:39,2026-01-24T20:25:25,social,DataVault,other,complaint,low,closed,Can you tell me how long you retain customer data after account closure?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",28546,1,billing_team,0,1,PERSON;EMAIL_ADDRESS,2026-01-24T12:29:39,0,,internal,,1,2029-01-23,en
TKT-00021,2026-03-11T12:29:39,,email,ProPlan,technical,login_fail,low,escalated,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",7337,0,senior_support,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-03-11T12:29:39,0,,synthetic,KB-15,1,2029-03-10,en
TKT-00467,2025-02-03T12:29:39,,web,DataVault,billing,invoice_error,low,pending,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,4817,0,billing_team,0,1,PERSON;EMAIL_ADDRESS,2025-02-03T12:29:39,0,reviewer_confirmed,bitext,KB-17;KB-7;KB-23,1,2028-02-03,en
TKT-00386,2025-07-16T12:29:39,2025-07-16T14:38:45,social,EnterpriseSuite,billing,upgrade_billing,high,resolved,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,7746,1,billing_team,0,1,EMAIL_ADDRESS,2025-07-16T12:29:39,0,,synthetic,KB-17;KB-24;KB-21,1,2028-07-15,hi
TKT-00337,2025-09-15T12:29:39,,email,ProPlan,other,feedback,critical,pending,I'd like to export all my data before I cancel. What formats are available?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",23700,1,senior_support,0,0,,2025-09-15T12:29:39,0,reviewer_confirmed,bitext,KB-1,1,2028-09-14,en
TKT-00121,2025-06-06T12:29:39,,email,CloudSync,technical,login_fail,high,pending,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,37033,0,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-06-06T12:29:39,0,agent_corrected,bitext,KB-22;KB-16,1,2028-06-05,hi
TKT-00469,2025-04-12T12:29:39,,web,MobileApp,returns,refund_not_received,low,escalated,I'd like to exchange this for a different size. How do I initiate an exchange?,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,4780,1,,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-04-12T12:29:39,0,agent_corrected,internal,KB-12;KB-3,1,2028-04-11,en
TKT-00415,2026-01-02T12:29:39,,social,ProPlan,technical,app_crash,high,escalated,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,4205,1,,0,1,PHONE_NUMBER,2026-01-02T12:29:39,0,reviewer_confirmed,internal,KB-15;KB-10,1,2029-01-01,en
TKT-00588,2025-08-30T12:29:39,,email,MobileApp,returns,item_damaged,low,pending,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,39745,0,senior_support,1,0,,2025-08-30T12:29:39,0,reviewer_confirmed,synthetic,KB-11;KB-5,1,2028-08-29,en
TKT-00042,2025-03-31T12:29:39,2025-04-01T07:19:11,email,EnterpriseSuite,returns,wrong_item,low,resolved,I'd like to exchange this for a different size. How do I initiate an exchange?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,67772,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-03-31T12:29:39,0,agent_corrected,internal,KB-1;KB-19,1,2028-03-30,en
TKT-00497,2025-07-02T12:29:39,,web,CloudSync,technical,password_reset,low,escalated,My data isn't syncing between devices. Everything is stuck from 3 days ago.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",27624,0,billing_team,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-07-02T12:29:39,0,agent_corrected,synthetic,,1,2028-07-01,en
TKT-00289,2025-08-21T12:29:39,,chat,ProPlan,other,feature_request,high,pending,What integrations do you support with third-party project management tools?,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,46036,1,senior_support,1,1,PHONE_NUMBER,2025-08-21T12:29:39,1,agent_corrected,bitext,,1,2028-08-20,en
TKT-00459,2025-11-10T12:29:39,2025-11-10T14:29:10,phone,EnterpriseSuite,billing,subscription_cancel,medium,closed,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,7171,1,senior_support,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-11-10T12:29:39,0,agent_corrected,synthetic,KB-4;KB-15;KB-10,1,2028-11-09,hi
TKT-00574,2025-09-27T12:29:39,,phone,EnterpriseSuite,returns,wrong_item,critical,pending,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,30488,0,billing_team,1,1,PHONE_NUMBER,2025-09-27T12:29:39,0,reviewer_confirmed,bitext,KB-6;KB-10;KB-12,1,2028-09-26,en
TKT-00258,2025-09-07T12:29:39,,phone,DataVault,account,account_locked,critical,pending,I can't update my billing address in the profile settings. The save button doesn't work.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,13611,1,,0,0,,2025-09-07T12:29:39,0,agent_corrected,synthetic,KB-16,1,2028-09-06,hi
TKT-00245,2026-04-22T12:29:39,2026-04-23T00:55:57,chat,CloudSync,returns,exchange_request,low,closed,I'd like to exchange this for a different size. How do I initiate an exchange?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,44778,0,billing_team,1,1,PHONE_NUMBER,2026-04-22T12:29:39,0,reviewer_confirmed,bitext,,1,2029-04-21,hi
TKT-00319,2026-02-24T12:29:39,2026-02-24T23:44:33,web,CloudSync,account,account_locked,low,resolved,My account got locked and I don't know why. I need access urgently for work.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,40494,0,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-02-24T12:29:39,0,,internal,KB-22,1,2029-02-23,en
TKT-00357,2025-10-06T12:29:39,2025-10-07T07:52:11,phone,EnterpriseSuite,technical,app_crash,high,closed,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,69752,0,senior_support,1,0,,2025-10-06T12:29:39,0,,synthetic,KB-5;KB-10;KB-2,1,2028-10-05,en
TKT-00161,2025-02-18T12:29:39,,chat,MobileApp,billing,duplicate_charge,critical,pending,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,72063,1,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-02-18T12:29:39,0,,internal,KB-16,1,2028-02-18,en
TKT-00348,2026-02-18T12:29:39,2026-02-19T08:44:59,chat,ProPlan,account,two_factor_issue,low,closed,My account got locked and I don't know why. I need access urgently for work.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,72920,1,senior_support,1,1,PHONE_NUMBER,2026-02-18T12:29:39,0,agent_corrected,internal,KB-21,1,2029-02-17,hi
TKT-00278,2025-03-11T12:29:39,,web,EnterpriseSuite,other,complaint,medium,escalated,Can you tell me how long you retain customer data after account closure?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,59892,0,billing_team,1,1,EMAIL_ADDRESS,2025-03-11T12:29:39,0,,internal,KB-14;KB-18,1,2028-03-10,en
TKT-00422,2026-05-08T12:29:39,,chat,CloudSync,other,complaint,high,pending,I'd like to file a formal complaint about the service outage last weekend.,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",5083,0,senior_support,0,1,PERSON;EMAIL_ADDRESS,2026-05-08T12:29:39,0,,internal,KB-16,1,2029-05-07,en
TKT-00112,2025-06-09T12:29:39,,phone,DataVault,other,data_export,low,pending,I'd like to file a formal complaint about the service outage last weekend.,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,83178,1,,1,0,,2025-06-09T12:29:39,0,reviewer_confirmed,bitext,KB-10;KB-6,1,2028-06-08,en
TKT-00152,2025-06-04T12:29:39,,social,ProPlan,technical,slow_performance,high,pending,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,78453,1,senior_support,1,1,PHONE_NUMBER,2025-06-04T12:29:39,0,agent_corrected,synthetic,,1,2028-06-03,en
TKT-00332,2026-01-16T12:29:39,,email,DataVault,other,feature_request,medium,pending,What integrations do you support with third-party project management tools?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",17492,1,billing_team,0,0,,2026-01-16T12:29:39,0,agent_corrected,bitext,KB-16,1,2029-01-15,en
TKT-00080,2025-04-11T12:29:39,2025-04-12T07:43:44,web,MobileApp,billing,invoice_error,critical,resolved,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,69245,0,senior_support,1,0,,2025-04-11T12:29:39,0,,bitext,,1,2028-04-10,en
TKT-00250,2025-05-04T12:29:39,2025-05-04T16:45:02,web,CloudSync,billing,refund_request,medium,closed,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,15323,1,billing_team,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-05-04T12:29:39,0,,bitext,,1,2028-05-03,en
TKT-00544,2025-02-05T12:29:39,2025-02-06T04:52:06,social,CloudSync,account,two_factor_issue,high,resolved,I want to permanently delete my account and all associated data.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,58947,1,senior_support,1,1,EMAIL_ADDRESS,2025-02-05T12:29:39,0,reviewer_confirmed,synthetic,KB-15;KB-22;KB-24,1,2028-02-05,en
TKT-00443,2025-05-15T12:29:39,,phone,DataVault,returns,exchange_request,low,pending,The item I received is damaged. The packaging was intact but the product inside is broken.,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,77285,0,,1,0,,2025-05-15T12:29:39,0,,internal,KB-12;KB-8;KB-24,1,2028-05-14,en
TKT-00514,2026-01-17T12:29:39,2026-01-17T19:33:26,social,CloudSync,billing,duplicate_charge,low,resolved,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,25427,0,senior_support,0,0,,2026-01-17T12:29:39,0,,synthetic,KB-4,1,2029-01-16,en
TKT-00458,2026-01-16T12:29:39,2026-01-16T23:15:08,phone,BasicPlan,account,account_locked,low,closed,I want to permanently delete my account and all associated data.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",38729,1,billing_team,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-01-16T12:29:39,0,agent_corrected,bitext,KB-6;KB-15,1,2029-01-15,en
TKT-00405,2025-09-16T12:29:39,,chat,DataVault,other,complaint,critical,escalated,Can you tell me how long you retain customer data after account closure?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",26422,0,,0,1,PERSON;EMAIL_ADDRESS,2025-09-16T12:29:39,0,,bitext,,1,2028-09-15,en
TKT-00200,2026-04-18T12:29:39,2026-04-18T15:05:28,email,ProPlan,other,feature_request,critical,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",9349,1,senior_support,0,1,PHONE_NUMBER,2026-04-18T12:29:39,0,,internal,KB-16;KB-14;KB-13,1,2029-04-17,en
TKT-00457,2025-08-22T12:29:39,2025-08-22T20:45:01,phone,MobileApp,billing,subscription_cancel,low,closed,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,29722,1,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-08-22T12:29:39,1,reviewer_confirmed,bitext,KB-6,1,2028-08-21,en
TKT-00195,2025-01-15T12:29:39,2025-01-16T02:30:52,email,CloudSync,returns,return_window_expired,critical,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,50473,0,senior_support,1,1,EMAIL_ADDRESS,2025-01-15T12:29:39,0,,synthetic,KB-16,1,2028-01-15,hi
TKT-00487,2026-04-23T12:29:39,2026-04-24T08:12:30,phone,ProPlan,technical,app_crash,high,closed,I can't log into my account. It keeps saying invalid password even after I reset it.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,70971,0,senior_support,1,0,,2026-04-23T12:29:39,0,,synthetic,KB-22;KB-18;KB-5,1,2029-04-22,en
TKT-00554,2025-02-06T12:29:39,2025-02-06T15:09:00,web,DataVault,billing,refund_request,low,closed,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,9561,0,,0,0,,2025-02-06T12:29:39,0,agent_corrected,bitext,,1,2028-02-06,hi
TKT-00206,2025-07-17T12:29:39,2025-07-17T18:44:31,email,BasicPlan,other,general_inquiry,critical,resolved,I have a suggestion: it would be great if you added dark mode to the mobile app.,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,22492,1,senior_support,0,1,PHONE_NUMBER,2025-07-17T12:29:39,0,,synthetic,KB-11,1,2028-07-16,en
TKT-00360,2025-04-29T12:29:39,,phone,BasicPlan,other,feedback,critical,pending,Can you tell me how long you retain customer data after account closure?,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,6095,0,senior_support,0,0,,2025-04-29T12:29:39,0,,internal,KB-4,1,2028-04-28,hi
TKT-00247,2025-04-22T12:29:39,2025-04-22T18:16:16,chat,ProPlan,billing,subscription_cancel,high,resolved,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,20797,0,senior_support,0,0,,2025-04-22T12:29:39,0,,bitext,KB-14;KB-8;KB-6,1,2028-04-21,en
TKT-00361,2025-07-24T12:29:39,2025-07-24T19:04:52,web,ProPlan,account,account_deletion,medium,resolved,I need to change the email address on my account. The old one no longer exists.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",23713,0,,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-07-24T12:29:39,0,,synthetic,KB-15,1,2028-07-23,en
TKT-00352,2026-01-04T12:29:39,,chat,BasicPlan,returns,item_damaged,low,escalated,The item I received is damaged. The packaging was intact but the product inside is broken.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,7075,1,,0,1,EMAIL_ADDRESS,2026-01-04T12:29:39,0,reviewer_confirmed,bitext,KB-2;KB-4;KB-24,1,2029-01-03,en
TKT-00086,2025-02-06T12:29:39,2025-02-07T08:05:31,email,BasicPlan,returns,wrong_item,critical,resolved,I'd like to exchange this for a different size. How do I initiate an exchange?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,70552,1,billing_team,1,0,,2025-02-06T12:29:39,0,,synthetic,KB-8;KB-4,1,2028-02-06,en
TKT-00539,2026-01-29T12:29:39,,email,MobileApp,returns,refund_not_received,critical,escalated,The item I received is damaged. The packaging was intact but the product inside is broken.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,12973,0,billing_team,0,0,,2026-01-29T12:29:39,0,,bitext,KB-13,1,2029-01-28,en
TKT-00048,2026-03-17T12:29:39,,email,CloudSync,returns,return_window_expired,low,pending,I want to return this but your website says the 30-day return window has expired. Can you help?,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,60116,0,senior_support,1,1,PHONE_NUMBER,2026-03-17T12:29:39,0,reviewer_confirmed,bitext,KB-11,1,2029-03-16,en
TKT-00008,2025-02-26T12:29:39,,email,MobileApp,other,feedback,critical,escalated,Can you tell me how long you retain customer data after account closure?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",38807,1,,1,0,,2025-02-26T12:29:39,0,reviewer_confirmed,internal,KB-24;KB-8;KB-11,1,2028-02-26,hi
TKT-00359,2025-08-02T12:29:39,2025-08-02T20:37:30,email,MobileApp,other,feedback,low,resolved,I'd like to file a formal complaint about the service outage last weekend.,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",29271,1,billing_team,1,0,,2025-08-02T12:29:39,0,,internal,KB-16;KB-8;KB-3,1,2028-08-01,en
TKT-00599,2025-06-05T12:29:39,,email,ProPlan,returns,wrong_item,critical,pending,I want to return this but your website says the 30-day return window has expired. Can you help?,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,53416,1,billing_team,1,0,,2025-06-05T12:29:39,0,,synthetic,,1,2028-06-04,hi
TKT-00339,2025-09-30T12:29:39,,email,MobileApp,account,email_change,high,pending,I need to add a team member to my account but the invite option is greyed out.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",18289,1,,0,1,PERSON;EMAIL_ADDRESS,2025-09-30T12:29:39,0,reviewer_confirmed,synthetic,KB-22,1,2028-09-29,en
TKT-00407,2025-07-12T12:29:39,,web,EnterpriseSuite,billing,upgrade_billing,critical,pending,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,44120,1,senior_support,1,0,,2025-07-12T12:29:39,0,,synthetic,,1,2028-07-11,en
TKT-00227,2026-03-16T12:29:39,2026-03-17T00:43:18,chat,EnterpriseSuite,returns,exchange_request,high,resolved,I want to return this but your website says the 30-day return window has expired. Can you help?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,44019,1,,1,1,PHONE_NUMBER,2026-03-16T12:29:39,0,agent_corrected,bitext,KB-15;KB-16,1,2029-03-15,en
TKT-00039,2025-09-27T12:29:39,2025-09-28T07:53:36,chat,MobileApp,other,feature_request,low,closed,I'd like to export all my data before I cancel. What formats are available?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,69837,0,,1,1,PERSON;EMAIL_ADDRESS,2025-09-27T12:29:39,0,agent_corrected,internal,KB-9,1,2028-09-26,en
TKT-00334,2025-06-03T12:29:39,,phone,MobileApp,account,email_change,medium,escalated,I can't update my billing address in the profile settings. The save button doesn't work.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,19512,1,,0,0,,2025-06-03T12:29:39,0,,internal,KB-7;KB-3,1,2028-06-02,en
TKT-00237,2025-03-05T12:29:39,2025-03-05T20:59:10,web,DataVault,other,feature_request,critical,closed,I'd like to file a formal complaint about the service outage last weekend.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,30571,0,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-03-05T12:29:39,0,reviewer_confirmed,internal,KB-8;KB-16,1,2028-03-04,en
TKT-00373,2025-01-13T12:29:39,,social,BasicPlan,billing,refund_request,high,pending,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,37887,0,billing_team,1,1,PHONE_NUMBER,2025-01-13T12:29:39,0,agent_corrected,internal,KB-19;KB-5,1,2028-01-13,hi
TKT-00094,2026-01-12T12:29:39,2026-01-13T01:59:12,chat,EnterpriseSuite,returns,wrong_item,critical,resolved,I'd like to exchange this for a different size. How do I initiate an exchange?,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,48573,1,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-01-12T12:29:39,0,agent_corrected,bitext,KB-5;KB-15;KB-11,1,2029-01-11,en
TKT-00569,2026-05-23T12:29:39,,social,CloudSync,other,feature_request,critical,pending,I have a suggestion: it would be great if you added dark mode to the mobile app.,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",71704,1,billing_team,1,1,PHONE_NUMBER,2026-05-23T12:29:39,0,agent_corrected,synthetic,,1,2029-05-22,en
